date_id,rest_id,paymentType,transportMode,totalRevenue,totalTime,numberOfDeliveries
2017-05-30,21,Bancomat,bike,115.42,17.47,9
2018-06-22,22,Cash,scooter,132.29,41.58,6
2018-01-17,7,Bancomat,car,90.85,18.59,5
2019-09-06,22,Cash,car,91.78,28.70,7
2017-03-17,11,Satispay,car,40.37,39.28,9
2019-03-23,7,Satispay,car,132.11,16.46,7
2016-07-03,3,Credit card,bike,96.39,23.65,5
2016-06-16,2,Credit card,car,115.55,41.08,8
2016-03-07,2,Satispay,bike,114.35,35.73,5
2016-03-07,9,Credit card,scooter,89.98,44.75,9
2017-11-19,10,Satispay,scooter,64.90,35.52,9
2019-05-29,17,Credit card,car,74.77,19.06,5
2018-01-17,11,Credit card,car,139.29,30.09,8
2017-05-31,5,Satispay,scooter,56.03,20.07,9
2018-07-26,16,Satispay,bike,61.62,19.95,7
2016-11-15,5,Satispay,bike,97.18,35.15,7
2018-12-10,21,Satispay,car,121.58,21.93,5
2016-01-10,14,Bancomat,scooter,49.96,17.33,8
2019-11-18,23,Satispay,car,136.05,25.78,5
2017-04-11,1,Bancomat,scooter,131.45,36.86,9
2018-06-22,18,Satispay,car,131.35,18.66,5
2016-11-01,3,Cash,car,102.49,17.71,6
2018-12-19,13,Cash,scooter,68.29,25.19,6
2017-07-14,22,Satispay,scooter,122.52,21.77,5
2016-03-07,22,Satispay,bike,107.11,28.95,7
2017-03-27,11,Cash,bike,56.47,22.09,6
2019-03-12,23,Satispay,car,121.62,25.83,9
2016-06-16,12,Bancomat,scooter,101.21,22.27,6
2017-04-19,3,Satispay,bike,59.39,38.10,5
2017-02-07,20,Satispay,bike,40.05,30.57,6
2019-05-23,18,Cash,bike,127.84,27.72,7
2016-06-15,5,Bancomat,scooter,94.85,28.47,8
2018-11-16,4,Satispay,scooter,46.44,21.20,6
2019-12-20,5,Credit card,scooter,58.59,19.46,6
2016-05-13,14,Cash,bike,135.17,28.38,9
2018-07-04,2,Satispay,scooter,122.27,25.05,9
2017-05-30,10,Cash,car,78.73,33.82,7
2016-03-10,10,Satispay,car,97.62,22.27,7
2017-02-18,14,Cash,bike,84.92,20.77,5
2019-03-23,17,Satispay,bike,69.46,27.53,9
2019-10-24,9,Bancomat,bike,106.97,36.58,5
2017-11-15,16,Bancomat,car,43.17,15.94,9
2018-07-09,8,Satispay,car,110.17,33.92,6
2019-03-12,16,Satispay,scooter,48.51,21.57,8
2018-01-19,4,Credit card,car,125.92,28.01,6
2016-03-12,0,Satispay,car,89.32,29.61,9
2017-11-15,5,Cash,car,89.35,24.19,8
2017-06-16,12,Satispay,bike,89.50,42.14,8
2019-05-06,19,Satispay,bike,129.96,24.79,9
2017-10-21,6,Cash,scooter,45.66,43.98,7
2019-04-27,15,Cash,car,114.11,23.12,7
2019-09-06,17,Bancomat,scooter,57.59,23.74,5
2019-07-23,21,Credit card,bike,74.72,17.09,9
2017-05-31,16,Satispay,car,108.71,42.24,8
2018-01-17,8,Satispay,scooter,41.12,32.00,6
2018-06-22,12,Bancomat,scooter,133.67,30.14,6
2018-07-04,12,Cash,bike,54.98,30.56,7
2019-03-12,13,Cash,car,102.89,29.51,9
2017-06-01,9,Credit card,car,64.53,42.17,8
2017-06-16,12,Credit card,scooter,70.66,27.66,8
2016-05-21,9,Satispay,bike,87.60,30.67,9
2018-04-20,7,Credit card,scooter,128.52,24.45,9
2016-12-16,1,Credit card,scooter,95.83,37.50,6
2019-03-31,7,Cash,scooter,69.51,26.10,5
2016-06-15,18,Satispay,car,139.00,39.51,5
2017-07-14,9,Bancomat,car,47.59,20.55,6
2016-11-01,23,Cash,bike,71.36,41.43,6
2018-07-07,17,Credit card,scooter,81.14,34.62,8
2019-05-23,17,Cash,bike,114.03,35.29,7
2017-01-15,21,Cash,bike,71.56,24.76,5
2017-09-02,4,Bancomat,car,109.96,34.53,5
2017-09-02,14,Credit card,scooter,57.11,20.98,8
2019-05-09,7,Bancomat,bike,62.25,17.15,8
2018-11-16,21,Credit card,bike,66.75,26.60,9
2017-06-16,22,Cash,bike,72.90,42.01,8
2017-08-02,6,Cash,bike,50.24,37.83,7
2018-05-17,15,Credit card,bike,100.25,19.27,5
2016-09-01,15,Bancomat,car,137.80,32.51,9
2016-06-16,22,Bancomat,car,128.31,26.73,8
2017-06-02,16,Satispay,scooter,73.97,23.76,7
2016-06-15,3,Credit card,bike,40.91,43.15,9
2019-01-19,13,Satispay,scooter,119.37,27.46,7
2018-05-09,11,Cash,car,75.29,42.97,6
2016-06-15,3,Cash,car,109.00,40.11,9
2016-12-16,24,Bancomat,scooter,97.53,32.72,9
2019-05-29,9,Credit card,scooter,102.34,20.81,9
2018-12-15,4,Satispay,scooter,77.55,28.03,5
2019-09-06,22,Bancomat,car,61.07,20.27,7
2018-12-15,6,Cash,bike,66.85,32.05,6
2018-12-10,19,Cash,car,77.94,44.80,6
2016-07-03,5,Cash,scooter,67.47,39.72,5
2017-02-19,14,Bancomat,bike,89.85,21.21,5
2018-10-05,6,Cash,scooter,61.03,34.08,7
2017-02-18,10,Credit card,car,73.90,42.80,7
2016-06-15,9,Credit card,car,119.92,23.61,9
2019-05-06,23,Bancomat,car,41.53,38.02,9
2016-10-27,21,Cash,scooter,44.28,21.32,8
2019-03-23,22,Satispay,bike,105.38,40.72,8
2019-03-12,4,Credit card,scooter,120.38,30.85,7
2018-01-05,2,Bancomat,scooter,82.81,38.71,5
2018-05-17,9,Satispay,car,78.61,43.64,5
2016-01-10,8,Credit card,car,114.62,35.95,8
2017-01-30,2,Credit card,car,91.64,21.14,8
2019-03-12,22,Bancomat,bike,73.78,17.51,8
2017-10-21,7,Credit card,scooter,119.93,15.39,8
2016-12-16,4,Cash,car,111.70,30.38,7
2019-05-09,14,Credit card,car,70.58,37.71,7
2016-06-15,21,Bancomat,scooter,100.06,15.22,8
2016-06-16,23,Cash,car,42.58,29.09,8
2017-05-30,2,Bancomat,bike,120.53,20.41,7
2016-10-17,12,Cash,scooter,57.92,33.97,9
2017-01-15,21,Bancomat,car,60.19,19.28,7
2019-03-12,11,Satispay,car,70.55,15.25,8
2019-07-09,13,Bancomat,scooter,98.53,15.94,6
2019-11-27,3,Satispay,scooter,136.20,16.20,6
2016-04-20,18,Cash,car,122.74,35.21,8
2017-02-07,6,Satispay,car,104.37,30.04,6
2016-01-10,13,Bancomat,bike,85.19,20.54,5
2018-07-26,18,Credit card,car,44.55,34.87,7
2018-05-27,5,Bancomat,car,100.33,15.03,6
2017-08-02,23,Credit card,car,129.85,40.24,7
2019-03-05,1,Bancomat,bike,64.77,17.39,5
2016-07-03,1,Bancomat,bike,112.19,34.99,6
2019-12-20,11,Satispay,car,104.46,25.26,6
2017-06-02,1,Credit card,car,135.58,17.64,7
2019-03-12,8,Cash,car,130.78,18.58,6
2018-01-19,11,Bancomat,bike,100.33,15.38,9
2019-05-29,22,Cash,scooter,139.28,24.88,9
2019-05-29,5,Satispay,car,67.49,28.51,9
2018-06-22,1,Credit card,scooter,136.13,16.35,8
2017-05-31,10,Cash,car,93.93,30.63,8
2018-07-04,0,Credit card,scooter,92.72,29.87,7
2018-12-10,20,Satispay,scooter,110.60,29.82,8
2019-01-19,11,Satispay,scooter,90.05,39.46,6
2019-09-08,8,Credit card,car,62.16,25.12,5
2017-02-19,13,Credit card,car,112.01,39.06,8
2019-01-19,16,Cash,bike,132.26,32.38,6
2017-08-05,10,Satispay,bike,48.87,22.89,7
2019-07-23,5,Satispay,scooter,69.02,21.41,8
2018-12-15,11,Credit card,car,108.52,30.03,7
2018-12-19,8,Bancomat,bike,69.42,28.75,6
2018-05-09,4,Cash,scooter,46.85,30.87,5
2018-12-10,13,Cash,car,46.51,19.81,8
2018-01-17,22,Satispay,scooter,97.49,23.16,7
2019-04-27,12,Satispay,bike,133.88,26.20,6
2017-07-14,14,Cash,bike,96.26,44.16,6
2016-04-20,18,Credit card,scooter,51.47,24.09,7
2017-06-16,18,Bancomat,scooter,107.41,24.88,6
2019-07-09,21,Cash,car,132.03,39.19,8
2018-12-19,4,Cash,scooter,89.04,31.59,8
2018-10-05,18,Bancomat,scooter,42.96,21.90,6
2016-07-03,11,Cash,bike,64.75,44.89,5
2016-04-20,15,Satispay,car,63.14,42.47,7
2016-11-24,10,Credit card,bike,136.51,44.39,6
2019-03-31,15,Bancomat,scooter,97.61,28.09,7
2019-03-12,21,Satispay,bike,124.15,41.81,8
2018-12-15,22,Credit card,car,109.59,21.06,7
2016-03-10,13,Satispay,scooter,67.72,24.38,8
2018-07-12,16,Credit card,scooter,49.65,22.25,8
2019-08-23,23,Satispay,bike,41.26,38.97,5
2016-03-12,14,Satispay,bike,56.09,38.06,9
2016-03-10,14,Credit card,car,114.66,44.32,7
2019-10-24,19,Credit card,bike,47.81,42.21,6
2016-06-16,11,Cash,car,40.72,38.95,6
2017-03-27,21,Cash,scooter,49.36,35.53,5
2019-07-09,23,Bancomat,car,107.98,34.19,9
2019-03-12,6,Bancomat,car,48.70,32.56,5
2019-04-27,16,Credit card,bike,89.62,38.67,6
2017-11-19,9,Credit card,car,92.66,39.08,9
2018-07-12,4,Credit card,scooter,75.40,22.87,5
2017-07-03,7,Satispay,scooter,59.87,43.34,5
2016-04-24,3,Bancomat,bike,100.87,26.44,6
2016-01-29,5,Satispay,car,57.06,38.47,7
2018-07-12,20,Cash,car,96.42,24.41,6
2019-04-27,6,Satispay,car,67.26,22.81,6
2018-07-09,23,Bancomat,car,64.34,20.41,9
2016-04-24,7,Cash,car,126.25,44.78,6
2019-05-29,0,Credit card,car,54.03,20.05,8
2016-01-10,19,Bancomat,bike,87.57,22.63,7
2017-05-31,12,Cash,scooter,121.33,41.28,9
2017-09-02,12,Satispay,car,64.09,22.71,5
2018-12-10,13,Credit card,bike,116.92,34.60,8
2017-06-02,19,Cash,car,96.26,18.35,8
2018-12-15,23,Satispay,car,71.83,41.15,9
2019-11-27,7,Satispay,scooter,120.31,36.53,6
2018-12-15,4,Bancomat,scooter,131.39,34.97,5
2016-01-29,23,Bancomat,scooter,77.51,43.38,6
2019-08-23,22,Credit card,scooter,127.73,23.51,6
2019-03-31,22,Satispay,scooter,68.55,28.85,7
2017-02-07,21,Cash,car,76.83,33.52,6
2019-05-23,16,Cash,car,70.31,24.15,8
2017-01-30,1,Credit card,bike,131.92,23.49,9
2016-07-03,1,Satispay,bike,115.47,34.16,6
2017-02-19,13,Cash,car,128.02,33.08,5
2018-06-29,23,Credit card,scooter,95.42,15.17,8
2019-07-23,20,Cash,scooter,80.12,19.62,8
2019-05-29,2,Satispay,car,87.05,36.25,8
2016-08-26,11,Bancomat,bike,102.36,22.03,7
2017-08-05,6,Satispay,car,108.20,25.56,6
2018-06-29,21,Bancomat,bike,103.64,27.42,8
2018-05-09,16,Satispay,scooter,114.99,35.70,8
2017-02-18,7,Cash,car,83.53,15.99,6
2017-09-02,14,Cash,bike,52.17,18.98,6
2017-02-01,1,Credit card,car,52.71,18.25,7
2017-02-01,14,Cash,bike,101.95,34.79,9
2017-02-07,4,Cash,scooter,54.16,17.02,9
2019-03-12,3,Credit card,bike,82.70,43.26,7
2016-10-17,18,Bancomat,bike,138.52,20.98,7
2018-07-07,18,Satispay,scooter,105.68,38.45,8
2019-11-18,12,Cash,bike,86.48,29.36,7
2018-07-04,15,Bancomat,scooter,106.18,23.47,5
2018-06-29,15,Credit card,scooter,106.18,40.77,9
2019-09-08,1,Satispay,bike,78.13,35.97,7
2019-07-23,6,Satispay,car,115.64,41.52,9
2017-05-31,17,Cash,bike,116.81,41.89,9
2019-03-05,8,Satispay,car,61.90,39.10,7
2018-05-17,1,Bancomat,scooter,132.09,31.67,9
2017-02-01,22,Cash,scooter,47.13,39.04,7
2017-06-01,9,Cash,car,127.33,21.64,9
2016-11-24,2,Bancomat,car,105.47,40.79,6
2016-06-15,11,Bancomat,car,112.62,33.56,8
2016-10-27,8,Satispay,bike,57.18,41.14,9
2019-03-05,10,Credit card,bike,126.98,44.63,9
2019-05-29,5,Satispay,scooter,110.54,32.13,8
2016-05-21,0,Bancomat,bike,69.37,35.25,8
2019-03-23,0,Credit card,bike,123.73,35.30,6
2019-07-09,21,Bancomat,bike,135.19,29.92,9
2018-05-17,22,Bancomat,scooter,46.23,26.53,8
2017-03-27,19,Cash,bike,117.57,43.87,8
2017-09-02,6,Satispay,car,102.32,19.24,6
2018-05-17,17,Credit card,car,132.16,32.12,8
2016-04-24,18,Cash,scooter,74.84,29.68,6
2017-04-11,1,Cash,bike,44.29,38.85,6
2019-10-24,14,Bancomat,scooter,72.37,33.66,7
2018-06-29,17,Bancomat,bike,96.91,23.87,6
2018-11-16,16,Credit card,scooter,46.79,40.82,5
2018-06-29,14,Satispay,car,79.25,23.25,5
2016-12-16,12,Satispay,bike,72.21,34.69,9
2019-05-23,13,Bancomat,car,103.84,29.13,7
2017-06-01,10,Satispay,scooter,82.30,15.77,5
2019-07-23,2,Cash,scooter,73.90,31.58,5
2017-05-30,11,Credit card,bike,91.63,29.19,8
2016-09-01,11,Cash,bike,112.48,33.22,7
2016-01-29,6,Cash,scooter,95.93,36.67,6
2018-05-09,12,Cash,bike,64.46,35.22,6
2018-07-26,4,Cash,scooter,42.79,33.39,7
2017-11-15,7,Bancomat,scooter,137.83,30.63,7
2018-01-19,19,Satispay,bike,104.23,33.63,6
2017-07-14,5,Bancomat,car,101.14,29.33,8
2019-02-20,21,Satispay,scooter,108.11,17.40,5
2018-12-10,11,Cash,bike,113.94,28.22,8
2016-04-24,24,Satispay,bike,94.56,19.24,9
2017-01-15,5,Satispay,bike,53.83,24.84,6
2019-04-27,11,Bancomat,car,44.51,43.18,8
2016-11-01,3,Cash,scooter,86.53,27.45,8
2018-06-22,0,Credit card,car,122.74,31.62,9
2019-09-27,6,Bancomat,scooter,73.94,15.78,8
2018-12-09,16,Bancomat,car,77.33,35.95,8
2019-03-12,21,Satispay,car,81.19,34.73,9
2018-07-09,15,Satispay,car,79.92,18.25,5
2017-11-19,6,Bancomat,car,90.21,21.19,9
2017-04-11,9,Cash,scooter,41.56,34.41,8
2017-06-16,21,Bancomat,scooter,62.19,27.46,7
2019-03-23,23,Satispay,car,134.50,25.45,8
2019-05-23,2,Credit card,car,115.58,20.96,9
2017-04-11,24,Credit card,scooter,46.00,28.17,9
2018-05-09,3,Bancomat,scooter,114.76,44.85,5
2017-03-17,7,Credit card,scooter,71.21,41.86,6
2017-01-15,8,Credit card,scooter,104.51,16.57,9
2017-06-16,1,Satispay,bike,91.76,41.31,8
2017-06-01,12,Bancomat,car,50.71,41.74,6
2016-04-20,3,Cash,scooter,105.36,28.51,9
2019-03-05,3,Cash,scooter,74.02,17.64,9
2016-03-12,19,Satispay,bike,40.39,16.54,9
2018-04-20,14,Satispay,bike,74.83,15.53,5
2016-05-21,20,Bancomat,car,96.70,31.26,7
2017-11-19,24,Cash,bike,47.57,36.58,8
2017-06-01,3,Cash,car,65.15,19.97,9
2017-09-02,16,Satispay,car,53.48,41.36,8
2016-01-10,11,Credit card,scooter,69.32,35.52,8
2017-02-18,17,Cash,car,61.52,38.42,8
2016-11-15,18,Credit card,bike,124.17,22.96,9
2017-03-17,4,Satispay,car,99.46,34.36,5
2019-05-06,10,Bancomat,scooter,94.42,41.17,5
2016-04-24,13,Credit card,bike,136.56,21.44,9
2018-07-04,15,Satispay,scooter,94.63,36.18,8
2016-01-29,17,Bancomat,car,111.33,22.74,5
2016-11-24,7,Cash,scooter,88.08,22.55,7
2017-06-16,22,Credit card,car,127.88,31.92,9
2017-07-03,7,Credit card,bike,75.02,44.13,6
2018-06-29,23,Cash,scooter,137.94,25.04,5
2019-09-06,12,Bancomat,scooter,87.76,30.85,9
2016-08-26,10,Cash,bike,81.63,41.32,5
2016-10-27,9,Satispay,scooter,130.98,34.82,8
2018-05-17,19,Cash,bike,112.35,21.64,7
2016-11-01,13,Credit card,car,40.27,35.97,5
2018-07-07,9,Satispay,bike,83.89,44.30,6
2017-07-01,24,Cash,scooter,137.39,36.91,7
2019-05-09,14,Bancomat,scooter,51.02,41.11,5
2017-10-21,1,Cash,car,133.03,21.32,7
2018-05-17,16,Credit card,bike,94.29,24.27,5
2019-03-05,4,Satispay,scooter,129.01,37.69,9
2018-12-19,19,Cash,car,70.56,23.80,5
2019-09-08,12,Bancomat,bike,125.46,37.72,5
2018-07-26,22,Bancomat,scooter,104.77,15.94,7
2016-01-10,23,Credit card,car,128.57,15.53,8
2018-07-12,20,Satispay,scooter,72.35,31.69,9
2017-03-27,20,Cash,bike,70.47,35.45,7
2017-07-03,20,Cash,bike,107.81,41.82,5
2019-01-19,8,Satispay,scooter,122.25,28.81,9
2016-01-29,15,Credit card,bike,131.08,41.68,7
2016-03-12,17,Satispay,bike,43.38,20.06,6
2018-11-16,15,Credit card,scooter,72.26,30.32,5
2019-03-05,15,Bancomat,bike,53.07,21.92,9
2016-07-03,24,Cash,bike,46.41,21.54,7
2017-11-15,19,Credit card,bike,126.94,42.82,5
2018-05-17,9,Cash,scooter,87.87,26.66,8
2016-03-12,20,Credit card,bike,63.24,42.03,5
2019-05-09,8,Bancomat,bike,107.93,23.90,5
2019-05-09,6,Satispay,car,123.09,37.65,8
2018-07-12,10,Satispay,bike,137.61,15.95,7
2018-05-17,7,Cash,scooter,58.39,36.97,9
2017-11-15,5,Credit card,scooter,51.75,30.34,9
2017-11-03,12,Bancomat,car,92.06,24.64,8
2018-12-10,17,Satispay,scooter,53.88,42.83,8
2019-12-20,6,Credit card,car,118.89,43.52,7
2018-01-19,14,Credit card,bike,117.31,31.82,5
2019-05-06,14,Credit card,scooter,92.85,38.51,9
2016-03-10,2,Bancomat,scooter,94.23,16.34,8
2019-05-29,5,Cash,scooter,55.01,39.15,6
2017-02-07,5,Bancomat,car,86.17,27.89,8
2017-02-18,23,Credit card,scooter,82.97,40.97,7
2016-08-26,3,Cash,scooter,57.04,30.99,5
2017-04-19,20,Bancomat,bike,74.25,21.14,6
2016-04-24,3,Credit card,scooter,108.73,43.60,8
2018-05-27,3,Bancomat,car,43.88,18.05,5
2016-04-20,1,Cash,car,52.41,35.66,9
2018-05-16,24,Credit card,scooter,66.91,39.66,8
2017-05-31,8,Credit card,car,87.23,39.20,9
2017-06-01,2,Bancomat,bike,127.25,36.46,5
2017-08-05,9,Cash,car,123.25,37.30,9
2017-02-18,7,Credit card,scooter,52.84,38.04,6
2016-07-16,10,Satispay,car,133.73,26.57,7
2017-02-07,5,Cash,scooter,115.93,18.19,6
2019-02-20,22,Bancomat,bike,71.76,40.56,8
2018-07-26,4,Cash,car,77.43,38.47,9
2017-06-16,18,Credit card,car,66.25,22.76,7
2017-04-11,4,Satispay,bike,79.96,15.61,8
2018-05-27,19,Satispay,scooter,93.17,34.82,8
2019-12-08,2,Bancomat,bike,84.42,34.24,6
2017-02-07,13,Satispay,car,64.25,16.58,6
2017-08-05,19,Bancomat,bike,102.15,39.63,9
2017-07-08,7,Bancomat,scooter,57.22,28.75,6
2017-07-08,5,Cash,car,118.67,28.40,9
2016-07-08,2,Satispay,car,115.41,39.01,6
2017-08-05,21,Satispay,scooter,118.20,18.31,5
2017-03-27,21,Credit card,car,87.74,27.83,5
2016-04-20,19,Satispay,bike,49.02,16.46,6
2018-06-22,2,Cash,scooter,58.36,42.36,6
2016-11-01,3,Cash,bike,89.48,30.08,7
2016-12-16,13,Cash,scooter,62.41,42.38,6
2017-09-02,23,Satispay,bike,49.29,20.52,9
2019-02-20,10,Cash,scooter,103.58,28.98,9
2016-11-01,5,Credit card,car,126.70,43.96,5
2016-11-15,9,Cash,bike,42.27,30.06,6
2017-07-01,23,Cash,scooter,77.20,21.12,6
2016-03-12,24,Credit card,car,76.91,25.19,8
2019-03-23,11,Credit card,car,103.45,44.50,5
2016-11-15,13,Credit card,car,58.78,27.18,8
2017-11-15,19,Bancomat,bike,134.55,16.51,8
2016-05-23,12,Bancomat,bike,58.62,29.22,5
2016-10-27,11,Satispay,car,96.86,34.72,8
2018-01-19,3,Bancomat,car,99.23,24.53,7
2018-07-07,14,Satispay,scooter,71.87,17.42,9
2019-04-27,21,Cash,car,100.93,19.20,6
2019-11-27,11,Satispay,scooter,94.21,43.93,8
2019-09-08,7,Bancomat,bike,96.67,24.30,9
2019-07-09,7,Cash,bike,117.43,39.80,5
2017-07-01,2,Credit card,bike,99.71,44.03,9
2018-07-07,4,Satispay,car,53.10,39.74,5
2018-11-16,2,Credit card,car,112.48,43.00,6
2018-05-27,10,Bancomat,car,44.31,38.45,6
2019-10-24,11,Satispay,scooter,60.61,29.81,6
2016-05-21,13,Satispay,car,65.98,30.99,8
2017-04-19,9,Bancomat,bike,122.82,27.53,6
2016-05-13,3,Bancomat,bike,73.24,29.69,7
2018-10-05,10,Bancomat,scooter,126.97,16.73,6
2016-10-27,19,Bancomat,bike,63.89,30.22,7
2019-07-23,13,Cash,scooter,121.62,23.53,8
2019-05-09,24,Credit card,bike,131.27,20.14,5
2016-10-17,18,Credit card,bike,87.50,44.73,5
2017-04-19,4,Bancomat,scooter,125.60,39.42,8
2019-07-23,13,Credit card,scooter,66.37,18.05,6
2018-12-10,20,Credit card,car,50.24,16.03,8
2018-10-05,8,Satispay,car,48.74,31.35,6
2017-02-19,10,Cash,scooter,129.37,40.49,5
2016-10-17,9,Credit card,bike,80.08,27.65,8
2017-06-16,16,Cash,scooter,109.80,34.01,8
2016-05-23,3,Cash,scooter,102.40,30.59,5
2019-05-09,18,Satispay,scooter,103.27,27.34,9
2017-08-02,1,Credit card,scooter,102.54,41.06,5
2017-07-14,6,Credit card,scooter,111.30,16.68,6
2019-12-20,1,Bancomat,car,133.62,40.90,9
2018-04-20,23,Cash,bike,59.42,24.88,5
2018-05-16,3,Satispay,bike,113.96,22.81,5
2017-11-19,11,Cash,bike,64.24,36.56,8
2017-10-21,16,Cash,bike,120.22,18.19,6
2016-07-08,9,Satispay,scooter,124.40,36.43,9
2019-10-24,10,Bancomat,car,100.15,32.17,5
2017-02-01,14,Satispay,scooter,91.41,35.12,8
2018-05-17,23,Bancomat,scooter,65.93,21.42,6
2017-02-19,7,Bancomat,bike,49.36,39.88,9
2019-09-06,19,Cash,car,103.87,37.35,6
2018-07-12,9,Cash,car,98.02,39.50,7
2016-06-16,12,Cash,bike,113.04,36.72,8
2018-12-10,14,Credit card,bike,79.64,31.51,6
2017-07-14,22,Cash,bike,80.27,22.10,8
2019-08-23,18,Credit card,car,106.13,40.89,6
2017-08-02,18,Bancomat,bike,47.25,31.26,5
2016-09-01,24,Credit card,bike,63.14,44.04,7
2016-03-07,6,Credit card,scooter,133.18,41.55,7
2019-01-19,24,Cash,bike,80.43,44.83,5
2017-03-27,23,Credit card,car,135.21,37.31,7
2018-06-29,12,Bancomat,car,71.63,29.13,5
2019-10-24,22,Bancomat,bike,59.97,15.15,9
2016-04-24,24,Cash,scooter,79.79,30.75,7
2018-05-09,2,Satispay,scooter,80.79,27.09,5
2016-05-13,11,Credit card,car,65.47,20.42,8
2017-02-07,2,Bancomat,bike,101.83,37.81,5
2019-09-06,16,Bancomat,car,103.57,33.83,6
2016-07-03,13,Bancomat,scooter,102.37,17.99,6
2016-05-06,19,Credit card,scooter,122.63,34.95,6
2016-08-28,20,Credit card,car,138.95,39.94,7
2016-07-16,22,Satispay,car,105.84,22.52,5
2017-04-19,3,Credit card,scooter,138.79,24.44,6
2018-07-07,10,Bancomat,bike,80.48,24.88,7
2016-06-15,6,Cash,bike,134.65,41.77,5
2018-05-09,4,Bancomat,bike,49.43,27.95,9
2016-04-20,9,Credit card,scooter,136.13,33.05,9
2017-06-16,15,Satispay,bike,95.50,18.95,6
2018-12-09,20,Bancomat,bike,53.33,25.56,5
2018-07-09,6,Credit card,scooter,52.32,18.08,6
2017-10-21,15,Bancomat,car,96.95,19.66,6
2018-06-22,0,Cash,scooter,71.16,27.43,5
2017-08-05,16,Credit card,bike,51.30,37.12,7
2019-12-20,22,Credit card,bike,60.47,39.95,8
2016-11-01,14,Satispay,scooter,135.73,40.27,9
2019-07-23,5,Cash,scooter,117.06,21.16,5
2019-04-27,16,Bancomat,bike,101.34,43.36,5
2018-05-27,8,Credit card,bike,55.80,40.92,5
2016-03-12,4,Bancomat,car,105.45,39.98,9
2016-01-29,18,Cash,scooter,108.76,32.63,8
2017-06-01,6,Credit card,bike,102.06,23.22,7
2018-04-20,4,Bancomat,bike,65.59,39.92,7
2017-04-11,8,Credit card,scooter,50.87,30.96,9
2016-01-10,7,Cash,car,77.25,38.62,7
2019-01-19,20,Satispay,bike,95.81,40.12,9
2017-03-27,14,Bancomat,bike,65.78,42.44,8
2017-06-01,4,Cash,car,100.14,30.00,5
2019-09-27,1,Bancomat,scooter,121.21,43.44,9
2017-05-30,13,Bancomat,bike,40.29,40.29,5
2019-07-09,23,Cash,bike,112.29,26.69,9
2017-03-17,7,Bancomat,bike,89.95,37.22,9
2017-11-15,13,Cash,bike,68.14,37.25,7
2019-07-09,24,Cash,bike,67.65,36.19,5
2017-11-15,10,Bancomat,car,93.72,40.64,7
2017-10-21,24,Credit card,bike,100.91,42.48,6
2019-03-05,11,Bancomat,scooter,78.41,15.41,5
2019-01-19,13,Satispay,car,118.53,35.24,5
2017-11-19,18,Bancomat,bike,127.20,17.69,8
2019-03-23,10,Bancomat,bike,113.90,15.28,5
2018-10-05,8,Credit card,bike,132.33,22.05,7
2016-11-15,24,Bancomat,scooter,69.23,18.67,7
2018-12-10,19,Satispay,bike,75.59,21.21,7
2016-07-16,0,Cash,bike,81.95,24.65,8
2017-01-15,6,Bancomat,bike,71.44,40.99,7
2018-07-04,7,Cash,bike,90.43,29.24,9
2017-11-15,12,Cash,car,106.27,28.21,7
2016-11-01,4,Credit card,car,82.65,19.07,8
2017-03-17,7,Satispay,scooter,114.61,30.03,6
2017-02-07,9,Cash,bike,116.49,27.51,7
2019-11-18,0,Cash,scooter,42.41,32.93,9
2019-05-23,16,Credit card,scooter,69.66,28.13,9
2016-04-20,14,Bancomat,bike,119.57,26.94,9
2019-09-06,0,Bancomat,scooter,87.51,25.64,6
2019-10-24,7,Cash,bike,58.02,27.78,9
2019-07-23,1,Bancomat,car,123.85,31.21,7
2016-11-24,23,Cash,bike,105.87,24.06,6
2019-03-12,17,Bancomat,car,49.57,34.68,6
2017-06-01,13,Satispay,car,109.24,18.76,9
2016-06-15,19,Cash,car,75.29,38.92,7
2018-01-17,6,Credit card,bike,52.89,27.79,5
2017-07-14,16,Satispay,car,105.07,39.42,8
2017-07-08,1,Bancomat,scooter,96.77,35.29,8
2016-10-27,19,Satispay,bike,66.63,42.38,5
2016-06-15,3,Satispay,scooter,93.98,20.59,8
2019-07-09,24,Credit card,scooter,104.14,31.15,5
2018-06-22,0,Cash,bike,102.04,38.29,6
2017-01-15,9,Bancomat,scooter,49.37,27.78,6
2017-11-19,2,Bancomat,car,81.59,19.51,6
2016-10-27,7,Bancomat,car,62.55,23.55,8
2017-03-17,2,Bancomat,scooter,117.46,22.57,8
2019-07-23,19,Satispay,bike,70.65,27.57,8
2018-06-29,23,Bancomat,car,70.23,37.48,6
2017-06-01,24,Cash,scooter,130.21,44.54,7
2019-11-27,22,Bancomat,scooter,43.01,16.84,5
2017-02-01,9,Cash,scooter,40.24,30.33,6
2019-11-27,9,Cash,scooter,90.95,22.43,7
2018-06-29,13,Cash,bike,96.91,32.13,7
2019-11-18,4,Cash,car,108.99,38.84,7
2019-08-23,23,Credit card,bike,114.15,15.69,5
2016-07-08,3,Satispay,bike,114.09,23.19,6
2019-10-24,21,Cash,bike,110.84,37.91,9
2017-03-17,8,Credit card,scooter,125.21,25.35,7
2017-06-01,13,Bancomat,scooter,79.35,23.39,9
2017-05-30,7,Satispay,scooter,80.99,31.78,5
